"Time","01NODE FUNDING SRL","01NODE STAKING SERVICES S.R.L.","Alibaba (US) Technology Co., Ltd.","Allnodes Inc","Amazon.com, Inc.","Amito Ltd","BSE Software GmbH","Contabo GmbH","CoreWeave, Inc","Datacamp Limited","Digiweb ltd","Google LLC","Hetzner Online GmbH","Host Universal Pty Ltd","IPAX GmbH","Isomedia, Inc.","Latitude.sh","Leaseweb Deutschland GmbH","Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG","Microsoft Corporation","Nubes, LLC","OVH SAS","Oracle Corporation","Packet Host, Inc.","REV","SCALEWAY S.A.S.","SECURED SERVERS LLC","Scott Technology Center","ServeTheWorld AS","Servers.com, Inc.","Sharktech","SingleHop LLC","Tencent Building, Kejizhongyi Avenue","TeraSwitch Networks Inc.","The Constant Company, LLC","UAB Cherry Servers","UK-2 Limited","VNET a.s.","WebNX, Inc.","uvensys GmbH"
2024-09-18 23:16:00,104,104,302,56,895,35,46,159,46,220,106,204,122,36,113,39,1671,189,192,92,32,1603,41,33,86,100,39,113,38,390,49,63,92,784,1039,678,36,98,144,35
